lat_bin,lon_bin,center_lat,center_lon,fire_count,max_conf,mean_conf,max_frp,mean_frp,risk_class,risk_code,clc_code,lc_group,burnable,target_4class
2,49,37.9608,27.755,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,50,37.9608,27.785,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,51,37.9608,27.815,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,52,37.9608,27.845,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,53,37.9608,27.875,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,54,37.9608,27.905,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,55,37.9608,27.935,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,56,37.9608,27.965,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,57,37.9608,27.995,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,58,37.9608,28.025,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,59,37.9608,28.055,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,60,37.9608,28.085,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,61,37.9608,28.115,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
